model,ba1_entropy_bits,ba2_rarefaction_mean_entropy_bits,ba2_rarefaction_95pct_low,ba2_rarefaction_95pct_high,ba1_inside_ba2_95pct
claude-haiku-4-5-20251001,2.781076011914607,2.139507008109824,1.3721597626314752,2.8497120352661516,True
claude-sonnet-4-6,0.21084230031853213,0.04824935911859394,-0.0,0.21084230031853213,True
claude-opus-4-7,1.258040253688799,0.9572904429699822,0.7219280948873623,1.2309595631140104,False
gpt-5.4-nano,1.297626229780677,2.042993464127513,1.4833522872708722,2.5716287152428543,False
gpt-5.4-mini,1.2655590033282207,1.463416971174053,0.8118475207241324,2.0988320688278774,True
gpt-5.4,2.1671334858609224,2.3944313229783316,1.9722417218751747,2.7777471629109445,True
