resample,train_n,test_n,accuracy,balanced_accuracy
50,90,90,0.6444444444444445,0.6444444444444445
51,90,90,0.6333333333333333,0.6333333333333333
52,90,90,0.6111111111111112,0.6111111111111112
53,90,90,0.5333333333333333,0.5333333333333333
54,90,90,0.5555555555555556,0.5555555555555556
55,90,90,0.6444444444444445,0.6444444444444445
56,90,90,0.6444444444444445,0.6444444444444444
57,90,90,0.4777777777777778,0.4777777777777778
58,90,90,0.4666666666666667,0.4666666666666666
59,90,90,0.6555555555555556,0.6555555555555554
60,90,90,0.6666666666666666,0.6666666666666666
61,90,90,0.6222222222222222,0.6222222222222222
62,90,90,0.5555555555555556,0.5555555555555556
63,90,90,0.5888888888888889,0.5888888888888889
64,90,90,0.5444444444444444,0.5444444444444444
65,90,90,0.6444444444444445,0.6444444444444444
66,90,90,0.6111111111111112,0.611111111111111
67,90,90,0.6111111111111112,0.611111111111111
68,90,90,0.5222222222222223,0.5222222222222223
69,90,90,0.5444444444444444,0.5444444444444444
70,90,90,0.6111111111111112,0.6111111111111112
71,90,90,0.5777777777777777,0.5777777777777778
72,90,90,0.6,0.6
73,90,90,0.6,0.6
74,90,90,0.6111111111111112,0.611111111111111
75,90,90,0.5444444444444444,0.5444444444444444
76,90,90,0.5555555555555556,0.5555555555555556
77,90,90,0.4888888888888889,0.4888888888888889
78,90,90,0.5888888888888889,0.5888888888888889
79,90,90,0.6222222222222222,0.6222222222222222
80,90,90,0.5555555555555556,0.5555555555555556
81,90,90,0.5333333333333333,0.5333333333333333
82,90,90,0.6555555555555556,0.6555555555555556
83,90,90,0.5222222222222223,0.5222222222222221
84,90,90,0.5888888888888889,0.5888888888888889
85,90,90,0.5555555555555556,0.5555555555555555
86,90,90,0.6111111111111112,0.6111111111111112
87,90,90,0.5666666666666667,0.5666666666666667
88,90,90,0.5777777777777777,0.5777777777777778
89,90,90,0.5777777777777777,0.5777777777777778
90,90,90,0.6333333333333333,0.6333333333333333
91,90,90,0.5888888888888889,0.5888888888888889
92,90,90,0.5666666666666667,0.5666666666666667
93,90,90,0.6222222222222222,0.6222222222222222
94,90,90,0.6111111111111112,0.611111111111111
95,90,90,0.5333333333333333,0.5333333333333333
96,90,90,0.5666666666666667,0.5666666666666667
97,90,90,0.5222222222222223,0.5222222222222223
98,90,90,0.6,0.6
99,90,90,0.5333333333333333,0.5333333333333333
100,90,90,0.6222222222222222,0.6222222222222222
101,90,90,0.5666666666666667,0.5666666666666667
102,90,90,0.6555555555555556,0.6555555555555556
103,90,90,0.5444444444444444,0.5444444444444444
104,90,90,0.5555555555555556,0.5555555555555555
105,90,90,0.5333333333333333,0.5333333333333333
106,90,90,0.5555555555555556,0.5555555555555556
107,90,90,0.5666666666666667,0.5666666666666667
108,90,90,0.4888888888888889,0.48888888888888893
109,90,90,0.5222222222222223,0.5222222222222221
110,90,90,0.5888888888888889,0.5888888888888889
111,90,90,0.5666666666666667,0.5666666666666667
112,90,90,0.5444444444444444,0.5444444444444444
113,90,90,0.6333333333333333,0.6333333333333333
114,90,90,0.5,0.5
115,90,90,0.5444444444444444,0.5444444444444444
116,90,90,0.5444444444444444,0.5444444444444444
117,90,90,0.6444444444444445,0.6444444444444444
118,90,90,0.6444444444444445,0.6444444444444444
119,90,90,0.6111111111111112,0.6111111111111112
120,90,90,0.5888888888888889,0.5888888888888889
121,90,90,0.5333333333333333,0.5333333333333333
122,90,90,0.5444444444444444,0.5444444444444444
123,90,90,0.6,0.6000000000000001
124,90,90,0.6222222222222222,0.6222222222222222
125,90,90,0.6111111111111112,0.6111111111111112
126,90,90,0.6,0.6
127,90,90,0.5555555555555556,0.5555555555555555
128,90,90,0.6333333333333333,0.6333333333333333
129,90,90,0.4666666666666667,0.4666666666666666
